,0
924,#医疗# #中科院# #葛均波院士# #中国心血管医生创新俱乐部# #科技创新# 发布了头条文章：《医创星特聘专家受邀参加CCI创新学院 —— 创心启程活动》 O医创星特聘专家受邀参加CCI创新学院 —— 创心启程活动
925,
926,#医疗#我就是不明白了，为什么每次出现这种情况，医院总是赔偿呢。现在的医疗关系真是令人堪忧，只要出事了，就是医院的责任么？#产妇跳楼事件#如果患者真的需要刨宫产，医生会拒绝么？真的没有理由啊！出事了就让医院和医生赔偿，怎么从来没见过那些打医生的患者做出赔偿。大家都谴责医院的黑暗，却从来没考虑过医生的辛苦。医生治病救人是责任，但不是理所应当。生老病死是人之常情，治好了你们说这是应该的，治不好就怪医生，甚至打医、伤医。难道所有对医生的理解与尊重都仅仅局限于医疗圈内么？难道这种理解仅来自于学医的人么？#镜中天地# 收起全文d
927,
928,"#医疗##临终关怀# @沈chichi @协和张羽 新闻调查栏目《能见度》专访医疗纠纷案当事人张建伟医生以及中国抗癌协会副秘书长刘段祺先生。
“这起案子如果医生败诉，中国临床医生对该药的使用将倒退十几年。”
快来听一听吧! K超说明书的“关怀”（分享自@喜马拉雅FM 加入#7天计划# 共你成长）『喜马拉雅FM』O网页链接 收起全文d"
929,"#科学与迷信#的争论，
#医疗#与#食疗#的辩证，
这吵架场面有点激烈······#美好的生活##我家的日常##美化家园##美丽家园#
L奔騰飛揚的微博视频"
930,朋友的店刚开业专业又整洁，中药处方药都有，是香港人开的港资经营店👍🏻就在南山区桂庙路以后还有更多合作机会！2深圳·南山街区#香港药品##医疗# 2深圳·桂庙路口
931,
932,"#猝死悲剧频频发生# #健康# #医疗#
一般有这两种情况。一种是为了工作加班不可以睡，另一种是因为娱乐让你不想睡。但是不管是哪一种的熬夜，都是在透支着你的健康。当你以为年纪还小，熬夜并不会对身体造成什么伤害，只要事后补眠就能恢复健康值。
阅读全文，了解更多：O网页链接
关注我们，我们会为您推荐更多医疗健康资讯！ 收起全文d"
933,男人跟女人的观点都不同，永远还是靠自己，自给自足才是王道#医疗#
934,"很多朋友不太清楚“重疾险”和“医疗险”的区别：
👉 “重疾险”就像一个土豪，发生重大疾病了？OK，给个账号，我给你打钱👍！
👉 “医疗险”就像一个会计，发生医疗支出了？OK，拿发票来，我报销。
两者同样重要！

#重疾##医疗##香港保险##保险##香港# 2香港特别行政区·红磡"
935,#医生侃侃谈# #科普大作战# #医疗# 本期讲解肿瘤治疗艺术！ L上海瑞金肿瘤科张俊的微博视频
936,"北京乡村医生又下跪忏悔了！
#医疗##健康##输液#@微博视频 @粉丝头条官方微博 @北京协和医院 @四川华西医院 O网页链接"
937,发布了头条文章：《复大定点长期护理医保机构，参保失能老人可报销90%》 #医疗# O复大定点长期护理医保机构，参保失能老人可报销90%
938,意识形态亟需改变。#中国医疗##医疗##微信读书#
939,
940,【你的心被“黑”了吗？美召回46万问题心脏起搏器】#医疗# #关爱心脏# 现在，黑客们不仅能侵入你的电脑，还能侵入你的心脏！8月29日，美国食品和药品管理局发布通知称，Abbott公司有46.5万个心脏起搏器存在#安全漏洞#，可能会遭到黑客攻击，因此需要召回进行软件升级。 @北京时间@时间视频 L时间最现场的秒拍视频 收起全文d
941,#医生侃侃谈# #医疗# #肿瘤居家疗法# 肿瘤复发怎么办？癌症病人为什么都在关心这个问题？ L上海瑞金肿瘤科张俊的微博视频
942,《医者父母心》 #香港急症中心# #可托医疗# #香港医疗# #医疗# #医疗讨论# #医路同行# O医者父母心
943,通过整个团队数月的不懈努力，PDD完成ISO13485医疗器械质量管理体系2016版本认证！ #ISO13485##医疗器械质量管理# #医疗# #医疗器械设计# OPDD完成ISO13485医疗器械质量管理体系2016版本认证
944,#医疗# #演讲# #创新# #健康# 《他用一根注射器救了1400万人的性命，演讲活动5亿人前来捧场》 O他用一根注射器救了1400万人的性命，演讲活动5亿人前来捧场
945,#创新创业# #专利申请# #医疗# #呼吸器#发布了头条文章：《【说说专利】新型防交叉感染呼吸器的设计》 O【说说专利】新型防交叉感染呼吸器的设计
946,发布了头条文章：《关于颂钵疗愈的秘密......》 #养生# #瑜伽# #健身# #医疗# O关于颂钵疗愈的秘密......
947,“老美发明的创可贴，心脏破了洞都能直接补上，惊动医学界！#秒拍特快# #创可贴# #医疗# #发明# #心脏# #伤口#”L科技公元的秒拍视频（使用#秒拍#录制，免流量看热门短视频！）
948,“为什么割腕自杀就会死，手臂断了却还能活？今天总算是明白了#割腕# #冷知识# #涨姿势# #医疗# #自杀#”L找靓机二手机的秒拍视频（使用#秒拍#录制，免流量看热门短视频！）
949,#医疗#港口区着力推进农村医疗卫生各项重点工作： 农村医疗卫生工作关系着万千基层群众的身心健康，是最重要的民生工程。港口区下大力气抓好农村医疗卫生各项重点工作，让基层群众充分享受医改带来的实惠。
950,看了这个视频、希望大家对脊柱侧弯引起高度重视🙏🙏#瑜伽##医疗##养生##健康# L檀灵瑜伽室的秒拍视频
951,#医疗# #太极藿香正气液##樊代明##人工智能# #医疗政策# 发布了头条文章：《樊代明激情演讲：千名医生欲罢不能》 O樊代明激情演讲：千名医生欲罢不能
952,医生是个卖头脑卖力气的职业啊太不容易了。#医疗##医生##手术# L趣味番的秒拍视频
953,#医生侃侃谈# #医疗# #肿瘤居家疗法# 涨姿势！癌症患者和医生沟通还有这种方式？最后一条适用所有人！ L上海瑞金肿瘤科张俊的秒拍视频
954,#创新创业# #医疗# #人工智能# #机器人#发布了头条文章：《人工智能直肠癌读片准确率超医生 “阿尔法”遇无法行医尴尬》 O人工智能直肠癌读片准确率超医生 “阿尔法”遇无法行医尴尬
955,M-Jewelry 作品分享——牙模，牙齿健康很重要#3D打印# #牙科##医疗##牙模##玩转3D打印#
956,江西：防范大医院借医联体“跑马圈地”日前，省卫生计生委发布《关于加强医联体规划管理工作的通知》，明确要求，分区域、分层次组建医联体，防范大医院借医联体“跑马圈地”。#微博视频排行榜# #江西新闻联播# #医疗# #我在看新闻# #新闻联播# L爱乳小屋官方微博的秒拍视频
957,经历了在美国看病，体检之后真的是认真的怀念国内的医疗体系！一个看病便宜又方便的地方还有那么多人不知足，还医闹！真是身在福中不知福！应该让医闹的都来美国和保险公司，Billing公司打打交道#医疗##拒绝医闹从我做起#
958,波士顿最牛医生访问学者项目！波士顿MGH(麻省总医院）访问学者项目欢迎广大医生学者来波士顿提升自己的医学能力，接触顶尖美国医疗设备~详情请咨询UbostonZY#医生# #护士# #医疗# #麻省总医院# #哈佛大学# #美国医疗#
959,我两次出国深造学习，就是为了做点儿温暖的小事儿。#医疗#
960,发布了头条文章：《对于流感不应过度恐慌，但应科学认识！》 #医疗# #香港流感# #流感# #感冒# O对于流感不应过度恐慌，但应科学认识！
961,#医疗# 填问卷填问卷啦😄！O网页链接，谢谢啦 2石家庄·河北科技大学
962,"发布了头条文章：《O型腿是宝宝“必经阶段”,盲目纠错只会让腿越来越畸形!》 #儿科# #医疗# #育儿# OO型腿是宝宝“必经阶段”,盲目纠错只会让腿越来越畸形!"
963,厉害了香港医疗技术#癌症##医疗##肿瘤科普# 2香港特区·英國保誠保險大樓
964,香港医疗逆天了！验血可测鼻咽癌，冀三年内普及应用！#医疗##香港医疗# 2香港
965,#医疗# 我们离一个完善方便快捷的医疗体系还有很长的路要走啊 L豆瓣的书单来了的秒拍视频
966,"安联本土超高端医疗团险
【零现金就诊】合作伙伴––和睦家医院。
当品质成为追求，高端服务是最大的竞争力
安联(Allianz)关注高端客户的需求，对接最好的医院，提供最好的服务。
安联关心你关心的～#高端医疗保险##高端女性生育保险##医疗#"
967,#医疗##医生##医学生# 这大火锅简直太酸爽了，一不小心又加班到现在，真的是要好好保重呢，突然想起30岁永久伏案岗位的新生代医生，为他祈祷，也为所有奋战一线的大家祈祷，量力而行，先是自保才更有机会普济众生
968,发布了头条文章：《视博医疗诚邀您参加全国痤疮治疗高峰论坛暨2017年现代激光技术及传统》 #视博医疗##痤疮会##痤疮治疗##Solta 医疗##博士伦医美##Clear+Brilliant##第四代 Thermage 平台##Fraxel Dual##飞梭镭射##问题肌肤# O视博医疗诚邀您参加全国痤疮治疗高峰论坛暨2017年现代激光技术及传统
969,"#最新医疗快讯#
香港中大研发一滴血验出咽癌#香港医疗##香港保险##高端医疗保险##医疗#"
970,"香港仁和專業醫療及醫學美容招商會[強][強]
現場將會超過40人了解香港專業醫療
就快開始拉
#香港仁和体检##DrReborn #2香港特别行政区·金钟#医疗# 2广州·中信广场"
971,2017全国激光微创美容新技术与新进展学习班2广州·广东省第二人民医院#医学生##医疗#
972,#医疗# ，#大夫开讲啦# 发布了头条文章：《二十年一遇的新药奥贝胆酸，获Prix Galien奖》 O二十年一遇的新药奥贝胆酸，获Prix Galien奖
973,#微观医界# #人工智能# #医疗# 发布了头条文章：《人工智能AI融合医疗，在英美两国全面拉开》 O人工智能AI融合医疗，在英美两国全面拉开
974,2017药品准入首次国家谈判:2万一支抗癌药降到7600元 #医疗##医保##药品# O药品准入首次国家谈判:2万一支抗癌药降到7600元
975,"公司最新推出有储蓄的医疗戶口市场独有👊
大陸香港同價👊有事賠錢沒事儲錢，快行動👏🏻
#香港保险资讯##医疗##香港储蓄分红险# 2香港特别行政区·尖沙咀"
